IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.244.151.170,8880,0,false,ORD,North America,Chicago,313,0.00
13.244.104.215,8080,0,false,ORD,North America,Chicago,317,0.00
15.223.114.245,80,0,false,ORD,North America,Chicago,253,0.00
13.246.38.192,2053,0,false,ORD,North America,Chicago,317,0.00
13.246.201.148,2082,0,false,ORD,North America,Chicago,317,0.00
13.246.221.196,2095,0,false,ORD,North America,Chicago,305,0.00
13.246.221.196,2082,0,false,ORD,North America,Chicago,313,0.00
13.244.151.170,2082,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,8880,0,false,ORD,North America,Chicago,315,0.00
13.244.104.215,8880,0,false,ORD,North America,Chicago,313,0.00
13.245.89.207,2082,0,false,ORD,North America,Chicago,309,0.00
13.246.221.196,80,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,2052,0,false,ORD,North America,Chicago,311,0.00
13.244.151.170,2087,0,false,ORD,North America,Chicago,314,0.00
13.245.28.102,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.151.170,8443,0,false,ORD,North America,Chicago,313,0.00
13.245.109.232,80,0,false,ORD,North America,Chicago,315,0.00
15.223.67.37,443,0,false,ORD,North America,Chicago,303,0.00
13.246.240.4,80,0,false,ORD,North America,Chicago,309,0.00
13.247.96.139,443,0,false,ORD,North America,Chicago,307,0.00
13.245.164.198,2082,0,false,ORD,North America,Chicago,307,0.00
13.245.117.201,2083,0,false,ORD,North America,Chicago,313,0.00
13.245.117.201,2086,0,false,ORD,North America,Chicago,310,0.00
13.245.255.173,2053,0,false,ORD,North America,Chicago,313,0.00
13.246.38.192,8880,0,false,ORD,North America,Chicago,305,0.00
13.247.96.139,80,0,false,ORD,North America,Chicago,311,0.00
13.245.109.216,80,0,false,ORD,North America,Chicago,313,0.00
13.245.28.205,2087,0,false,ORD,North America,Chicago,313,0.00
13.245.109.232,8880,0,false,ORD,North America,Chicago,313,0.00
13.245.255.173,2087,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,2052,0,false,ORD,North America,Chicago,313,0.00
13.246.201.148,2083,0,false,ORD,North America,Chicago,313,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,443,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.104.215,2083,0,false,ORD,North America,Chicago,313,0.00
13.245.7.236,2095,0,false,ORD,North America,Chicago,309,0.00
13.245.89.207,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,2083,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,2086,0,false,ORD,North America,Chicago,315,0.00
3.99.187.248,2086,0,false,ORD,North America,Chicago,341,0.00
13.244.119.155,2095,0,false,ORD,North America,Chicago,317,0.00
13.245.28.205,8880,0,false,ORD,North America,Chicago,317,0.00
13.244.104.215,2086,0,false,ORD,North America,Chicago,314,0.00
13.247.61.197,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.201.148,2096,0,false,ORD,North America,Chicago,315,0.00
13.244.109.174,2086,0,false,ORD,North America,Chicago,311,0.00
13.245.207.52,2095,0,false,ORD,North America,Chicago,315,0.00
13.247.64.25,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.117.201,8080,0,false,ORD,North America,Chicago,309,0.00
13.247.64.25,2087,0,false,ORD,North America,Chicago,311,0.00
13.245.164.198,8080,0,false,ORD,North America,Chicago,315,0.00
13.245.29.100,80,0,false,ORD,North America,Chicago,313,0.00
13.245.7.236,8443,0,false,ORD,North America,Chicago,317,0.00
13.245.164.198,2053,0,false,ORD,North America,Chicago,315,0.00
13.245.109.232,2082,0,false,ORD,North America,Chicago,317,0.00
13.245.117.201,2087,0,false,ORD,North America,Chicago,315,0.00
13.246.228.235,2082,0,false,ORD,North America,Chicago,313,0.00
13.244.109.174,8443,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,2087,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,2083,0,false,ORD,North America,Chicago,315,0.00
13.247.96.139,8443,0,false,ORD,North America,Chicago,312,0.00
13.246.228.235,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.119.155,80,0,false,ORD,North America,Chicago,314,0.00
13.247.62.71,2082,0,false,ORD,North America,Chicago,313,0.00
13.244.151.170,443,0,false,ORD,North America,Chicago,313,0.00
13.247.62.71,8080,0,false,ORD,North America,Chicago,315,0.00
13.246.228.235,8443,0,false,ORD,North America,Chicago,308,0.00
13.244.112.246,443,0,false,ORD,North America,Chicago,314,0.00
13.245.255.173,2095,0,false,ORD,North America,Chicago,316,0.00
13.244.98.139,8880,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,443,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,2083,0,false,ORD,North America,Chicago,317,0.00
13.244.109.174,443,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,2096,0,false,ORD,North America,Chicago,317,0.00
13.245.255.173,2052,0,false,ORD,North America,Chicago,309,0.00
13.247.62.71,80,0,false,ORD,North America,Chicago,314,0.00
13.244.151.170,2086,0,false,ORD,North America,Chicago,310,0.00
13.247.61.197,2086,0,false,ORD,North America,Chicago,317,0.00
13.247.96.139,2082,0,false,ORD,North America,Chicago,311,0.00
13.247.64.25,2086,0,false,ORD,North America,Chicago,311,0.00
15.223.2.143,443,0,false,ORD,North America,Chicago,244,0.00
13.246.221.196,8443,0,false,ORD,North America,Chicago,311,0.00
13.245.117.201,8880,0,false,ORD,North America,Chicago,314,0.00
13.245.28.102,8080,0,false,ORD,North America,Chicago,314,0.00
13.247.64.25,8880,0,false,ORD,North America,Chicago,311,0.00
15.223.118.218,2052,0,false,ORD,North America,Chicago,252,0.00
13.245.89.207,2052,0,false,ORD,North America,Chicago,316,0.00
13.244.112.246,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.117.201,443,0,false,ORD,North America,Chicago,309,0.00
13.246.201.148,80,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,443,0,false,ORD,North America,Chicago,309,0.00
13.247.64.25,80,0,false,ORD,North America,Chicago,315,0.00
13.245.255.173,2096,0,false,ORD,North America,Chicago,313,0.00
13.247.64.25,2095,0,false,ORD,North America,Chicago,313,0.00
13.245.109.216,8080,0,false,ORD,North America,Chicago,311,0.00
13.246.2.214,8080,0,false,ORD,North America,Chicago,315,0.00
15.223.67.37,8443,0,false,ORD,North America,Chicago,342,0.00
13.246.38.255,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.38.192,2087,0,false,ORD,North America,Chicago,313,0.00
13.245.207.52,80,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,311,0.00
13.245.255.173,2082,0,false,ORD,North America,Chicago,311,0.00
13.244.104.215,8443,0,false,ORD,North America,Chicago,313,0.00
13.246.2.214,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.28.102,2095,0,false,ORD,North America,Chicago,317,0.00
13.246.201.148,2086,0,false,ORD,North America,Chicago,315,0.00
13.245.164.198,2095,0,false,ORD,North America,Chicago,309,0.00
13.244.104.215,2053,0,false,ORD,North America,Chicago,313,0.00
13.244.112.4,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,8880,0,false,ORD,North America,Chicago,317,0.00
13.246.38.192,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.255.173,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.221.196,2087,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,8443,0,false,ORD,North America,Chicago,311,0.00
13.245.198.53,8443,0,false,ORD,North America,Chicago,315,0.00
3.97.176.251,80,0,false,ORD,North America,Chicago,251,0.00
13.246.221.196,8080,0,false,ORD,North America,Chicago,314,0.00
13.245.109.216,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,2052,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,2053,0,false,ORD,North America,Chicago,311,0.00
13.246.228.235,80,0,false,ORD,North America,Chicago,313,0.00
13.244.109.174,2096,0,false,ORD,North America,Chicago,309,0.00
13.247.61.197,2053,0,false,ORD,North America,Chicago,318,0.00
13.245.117.201,2082,0,false,ORD,North America,Chicago,311,0.00
13.245.89.207,2086,0,false,ORD,North America,Chicago,309,0.00
13.244.104.215,2052,0,false,ORD,North America,Chicago,315,0.00
13.245.255.173,8443,0,false,ORD,North America,Chicago,312,0.00
13.244.112.246,80,0,false,ORD,North America,Chicago,313,0.00
13.244.151.170,2083,0,false,ORD,North America,Chicago,311,0.00
13.247.61.197,2095,0,false,ORD,North America,Chicago,313,0.00
15.223.118.218,8880,0,false,ORD,North America,Chicago,303,0.00
13.245.164.198,2052,0,false,ORD,North America,Chicago,313,0.00
3.143.222.43,2096,0,false,ORD,North America,Chicago,330,0.00
13.247.61.197,2096,0,false,ORD,North America,Chicago,316,0.00
3.98.231.179,80,0,false,ORD,North America,Chicago,338,0.00
13.245.198.53,2095,0,false,ORD,North America,Chicago,311,0.00
13.244.104.215,80,0,false,ORD,North America,Chicago,313,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,313,0.00
13.245.7.236,443,0,false,ORD,North America,Chicago,317,0.00
13.247.61.197,8080,0,false,ORD,North America,Chicago,315,0.00
13.247.62.71,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.112.246,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.119.155,2086,0,false,ORD,North America,Chicago,310,0.00
13.247.96.139,2096,0,false,ORD,North America,Chicago,315,0.00
13.244.112.4,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.112.4,2052,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,443,0,false,ORD,North America,Chicago,314,0.00
3.99.187.248,2082,0,false,ORD,North America,Chicago,251,0.00
13.245.89.207,80,0,false,ORD,North America,Chicago,311,0.00
13.244.109.174,2083,0,false,ORD,North America,Chicago,305,0.00
13.244.109.174,80,0,false,ORD,North America,Chicago,309,0.00
13.245.109.232,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.64.25,443,0,false,ORD,North America,Chicago,311,0.00
13.247.61.12,443,0,false,ORD,North America,Chicago,315,0.00
13.245.29.100,443,0,false,ORD,North America,Chicago,305,0.00
13.50.105.250,80,0,false,ARN,Europe,Stockholm,198,0.00
13.245.255.173,80,0,false,ORD,North America,Chicago,315,0.00
13.245.28.102,443,0,false,ORD,North America,Chicago,313,0.00
13.246.2.214,2086,0,false,ORD,North America,Chicago,311,0.00
13.244.151.170,2096,0,false,ORD,North America,Chicago,317,0.00
13.246.38.192,8443,0,false,ORD,North America,Chicago,306,0.00
13.245.89.207,8880,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,2053,0,false,ORD,North America,Chicago,310,0.00
13.59.156.167,80,0,false,ORD,North America,Chicago,320,0.00
13.244.109.174,2087,0,false,ORD,North America,Chicago,316,0.00
13.247.62.71,443,0,false,ORD,North America,Chicago,311,0.00
13.244.119.155,2096,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,8080,0,false,ORD,North America,Chicago,313,0.00
13.244.109.174,8080,0,false,ORD,North America,Chicago,315,0.00
13.244.119.155,443,0,false,ORD,North America,Chicago,309,0.00
13.246.201.148,8880,0,false,ORD,North America,Chicago,314,0.00
13.244.119.155,8443,0,false,ORD,North America,Chicago,317,0.00
13.246.2.214,80,0,false,ORD,North America,Chicago,315,0.00
13.246.38.192,2095,0,false,ORD,North America,Chicago,309,0.00
13.245.109.216,2095,0,false,ORD,North America,Chicago,311,0.00
13.245.109.232,2083,0,false,ORD,North America,Chicago,315,0.00
13.247.61.197,443,0,false,ORD,North America,Chicago,311,0.00
13.246.201.148,2095,0,false,ORD,North America,Chicago,309,0.00
13.245.7.236,2052,0,false,ORD,North America,Chicago,311,0.00
13.244.104.215,2096,0,false,ORD,North America,Chicago,311,0.00
13.245.164.198,8443,0,false,ORD,North America,Chicago,309,0.00
15.223.67.37,2052,0,false,ORD,North America,Chicago,247,0.00
13.245.117.201,2095,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,2096,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,8443,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,2082,0,false,ORD,North America,Chicago,307,0.00
13.245.117.201,2096,0,false,ORD,North America,Chicago,313,0.00
13.246.240.4,8080,0,false,ORD,North America,Chicago,315,0.00
13.245.109.232,2087,0,false,ORD,North America,Chicago,311,0.00
13.247.96.139,8080,0,false,ORD,North America,Chicago,314,0.00
13.247.61.12,2053,0,false,ORD,North America,Chicago,315,0.00
13.244.119.155,8080,0,false,ORD,North America,Chicago,311,0.00
13.244.151.170,2095,0,false,ORD,North America,Chicago,309,0.00
13.246.201.148,2053,0,false,ORD,North America,Chicago,311,0.00
13.245.117.201,80,0,false,ORD,North America,Chicago,313,0.00
13.247.64.25,8080,0,false,ORD,North America,Chicago,309,0.00
13.246.2.214,2052,0,false,ORD,North America,Chicago,317,0.00
13.247.61.12,2083,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,2052,0,false,ORD,North America,Chicago,314,0.00
3.99.187.248,2087,0,false,ORD,North America,Chicago,347,0.00
13.245.89.207,2083,0,false,ORD,North America,Chicago,313,0.00
13.247.62.71,2053,0,false,ORD,North America,Chicago,315,0.00
13.247.96.139,2095,0,false,ORD,North America,Chicago,312,0.00
13.247.67.27,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.28.102,8880,0,false,ORD,North America,Chicago,313,0.00
13.247.67.27,2086,0,false,ORD,North America,Chicago,312,0.00
13.245.164.198,8880,0,false,ORD,North America,Chicago,314,0.00
13.246.38.192,2083,0,false,ORD,North America,Chicago,313,0.00
13.245.89.207,2053,0,false,ORD,North America,Chicago,317,0.00
13.245.29.100,8443,0,false,ORD,North America,Chicago,307,0.00
13.246.38.192,8080,0,false,ORD,North America,Chicago,316,0.00
13.246.2.214,2053,0,false,ORD,North America,Chicago,326,0.00
15.223.118.218,2086,0,false,ORD,North America,Chicago,244,0.00
13.245.109.216,2083,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,2052,0,false,ORD,North America,Chicago,309,0.00
13.247.67.27,80,0,false,ORD,North America,Chicago,310,0.00
13.48.136.135,80,0,false,ARN,Europe,Stockholm,196,0.00
13.245.198.53,2083,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,2086,0,false,ORD,North America,Chicago,315,0.00
15.223.2.143,2096,0,false,ORD,North America,Chicago,320,0.00
13.246.38.255,2083,0,false,ORD,North America,Chicago,309,0.00
13.245.207.52,2083,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,2082,0,false,ORD,North America,Chicago,309,0.00
13.245.109.216,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,2096,0,false,ORD,North America,Chicago,310,0.00
13.247.62.71,2052,0,false,ORD,North America,Chicago,313,0.00
13.247.67.27,443,0,false,ORD,North America,Chicago,311,0.00
13.245.207.52,2086,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,2087,0,false,ORD,North America,Chicago,309,0.00
13.244.109.174,8880,0,false,ORD,North America,Chicago,313,0.00
13.247.64.25,2096,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,2082,0,false,ORD,North America,Chicago,317,0.00
13.244.109.174,2053,0,false,ORD,North America,Chicago,310,0.00
13.245.28.102,2053,0,false,ORD,North America,Chicago,314,0.00
13.245.207.52,8080,0,false,ORD,North America,Chicago,311,0.00
13.246.2.214,2087,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,8443,0,false,ORD,North America,Chicago,317,0.00
13.246.240.4,2095,0,false,ORD,North America,Chicago,311,0.00
13.245.28.205,443,0,false,ORD,North America,Chicago,317,0.00
13.246.2.214,443,0,false,ORD,North America,Chicago,315,0.00
13.245.109.232,2052,0,false,ORD,North America,Chicago,311,0.00
13.247.61.12,2082,0,false,ORD,North America,Chicago,315,0.00
15.223.2.143,8080,0,false,ORD,North America,Chicago,322,0.00
13.245.109.216,8443,0,false,ORD,North America,Chicago,317,0.00
3.99.187.248,2053,0,false,ORD,North America,Chicago,247,0.00
13.245.28.205,2083,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,2096,0,false,ORD,North America,Chicago,309,0.00
13.247.61.197,8443,0,false,ORD,North America,Chicago,316,0.00
13.244.119.155,2052,0,false,ORD,North America,Chicago,306,0.00
13.245.164.198,2096,0,false,ORD,North America,Chicago,311,0.00
13.245.109.232,443,0,false,ORD,North America,Chicago,309,0.00
3.99.187.248,2083,0,false,ORD,North America,Chicago,244,0.00
13.245.7.236,2096,0,false,ORD,North America,Chicago,311,0.00
13.245.28.102,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.117.201,8443,0,false,ORD,North America,Chicago,309,0.00
13.245.198.53,8080,0,false,ORD,North America,Chicago,315,0.00
3.99.187.248,8443,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.38.192,2082,0,false,ORD,North America,Chicago,313,0.00
13.247.64.25,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.151.170,80,0,false,ORD,North America,Chicago,315,0.00
13.247.96.139,2086,0,false,ORD,North America,Chicago,309,0.00
13.245.7.236,80,0,false,ORD,North America,Chicago,317,0.00
13.244.112.4,2083,0,false,ORD,North America,Chicago,313,0.00
13.246.89.44,80,0,false,ORD,North America,Chicago,315,0.00
15.156.207.201,443,0,false,ORD,North America,Chicago,337,0.00
13.245.198.53,2086,0,false,ORD,North America,Chicago,311,0.00
15.156.207.201,8080,0,false,ORD,North America,Chicago,269,0.00
13.246.38.192,2086,0,false,ORD,North America,Chicago,313,0.00
13.245.207.52,2053,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,324,0.00
13.245.28.205,80,0,false,ORD,North America,Chicago,313,0.00
13.247.62.71,2096,0,false,ORD,North America,Chicago,313,0.00
13.245.28.205,8080,0,false,ORD,North America,Chicago,309,0.00
13.245.28.102,8443,0,false,ORD,North America,Chicago,315,0.00
13.246.2.214,8880,0,false,ORD,North America,Chicago,315,0.00
13.245.109.232,2053,0,false,ORD,North America,Chicago,311,0.00
13.244.112.4,2096,0,false,ORD,North America,Chicago,316,0.00
13.244.151.170,2053,0,false,ORD,North America,Chicago,317,0.00
13.247.62.71,2087,0,false,ORD,North America,Chicago,311,0.00
13.245.109.232,2096,0,false,ORD,North America,Chicago,310,0.00
13.247.62.71,2086,0,false,ORD,North America,Chicago,315,0.00
13.247.62.71,2095,0,false,ORD,North America,Chicago,318,0.00
15.223.118.218,2087,0,false,ORD,North America,Chicago,253,0.00
13.245.28.102,2086,0,false,ORD,North America,Chicago,313,0.00
13.245.89.207,8080,0,false,ORD,North America,Chicago,311,0.00
13.247.64.25,2082,0,false,ORD,North America,Chicago,311,0.00
13.246.2.214,2095,0,false,ORD,North America,Chicago,310,0.00
13.245.164.198,443,0,false,ORD,North America,Chicago,313,0.00
18.141.212.182,8443,0,false,ORD,North America,Chicago,2,0.00
13.245.198.53,2096,0,false,ORD,North America,Chicago,315,0.00
13.244.109.174,2095,0,false,ORD,North America,Chicago,309,0.00
13.245.89.207,443,0,false,ORD,North America,Chicago,311,0.00
13.245.7.236,8080,0,false,ORD,North America,Chicago,309,0.00
13.245.164.198,80,0,false,ORD,North America,Chicago,311,0.00
15.223.2.143,2086,0,false,ORD,North America,Chicago,340,0.00
13.244.119.155,8880,0,false,ORD,North America,Chicago,313,0.00
13.245.28.102,2096,0,false,ORD,North America,Chicago,309,0.00
13.245.7.236,2083,0,false,ORD,North America,Chicago,311,0.00
15.223.67.37,2086,0,false,ORD,North America,Chicago,319,0.00
13.244.112.246,8880,0,false,ORD,North America,Chicago,313,0.00
13.247.67.27,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.89.207,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,8880,0,false,ORD,North America,Chicago,313,0.00
15.156.207.201,2096,0,false,ORD,North America,Chicago,315,0.00
13.245.7.236,2086,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,8443,0,false,ORD,North America,Chicago,315,0.00
13.247.64.25,2083,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,2086,0,false,ORD,North America,Chicago,310,0.00
13.246.38.192,80,0,false,ORD,North America,Chicago,311,0.00
13.245.109.216,2082,0,false,ORD,North America,Chicago,315,0.00
13.245.89.207,2087,0,false,ORD,North America,Chicago,312,0.00
13.245.198.53,80,0,false,ORD,North America,Chicago,309,0.00
18.216.213.217,8880,0,false,ORD,North America,Chicago,331,0.00
13.246.240.4,8880,0,false,ORD,North America,Chicago,315,0.00
13.247.64.25,2053,0,false,ORD,North America,Chicago,315,0.00
13.245.109.216,2086,0,false,ORD,North America,Chicago,311,0.00
13.245.255.173,8080,0,false,ORD,North America,Chicago,315,0.00
13.245.7.236,2082,0,false,ORD,North America,Chicago,309,0.00
15.223.67.37,80,0,false,ORD,North America,Chicago,311,0.00
13.244.112.4,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.240.4,443,0,false,ORD,North America,Chicago,314,0.00
13.247.61.12,8080,0,false,ORD,North America,Chicago,309,0.00
13.245.7.236,2087,0,false,ORD,North America,Chicago,307,0.00
13.247.61.197,2052,0,false,ORD,North America,Chicago,313,0.00
13.247.14.165,80,0,false,ORD,North America,Chicago,317,0.00
35.183.109.65,8443,0,false,ORD,North America,Chicago,244,0.00
13.245.7.236,2053,0,false,ORD,North America,Chicago,319,0.00
15.223.2.143,2052,0,false,ORD,North America,Chicago,331,0.00
13.247.96.139,2053,0,false,ORD,North America,Chicago,312,0.00
13.247.61.12,2052,0,false,ORD,North America,Chicago,314,0.00
13.245.109.216,2096,0,false,ORD,North America,Chicago,311,0.00
15.222.251.106,2052,0,false,ORD,North America,Chicago,258,0.00
13.247.67.27,2087,0,false,ORD,North America,Chicago,315,0.00
15.223.2.143,2082,0,false,ORD,North America,Chicago,334,0.00
13.245.164.198,2086,0,false,ORD,North America,Chicago,309,0.00
13.247.96.139,2087,0,false,ORD,North America,Chicago,316,0.00
13.247.61.12,2095,0,false,ORD,North America,Chicago,309,0.00
13.247.62.71,8880,0,false,ORD,North America,Chicago,311,0.00
13.246.38.192,2096,0,false,ORD,North America,Chicago,316,0.00
35.183.109.65,8880,0,false,ORD,North America,Chicago,312,0.00
13.245.89.207,8443,0,false,ORD,North America,Chicago,307,0.00
18.216.213.217,443,0,false,ORD,North America,Chicago,327,0.00
18.141.212.182,8880,0,false,ORD,North America,Chicago,2,0.00
13.245.7.236,8880,0,false,ORD,North America,Chicago,315,0.00
15.223.67.37,2096,0,false,ORD,North America,Chicago,307,0.00
13.246.2.214,2083,0,false,ORD,North America,Chicago,316,0.00
13.245.198.53,2052,0,false,ORD,North America,Chicago,312,0.00
3.145.145.208,2086,0,false,ORD,North America,Chicago,326,0.00
15.223.118.218,2095,0,false,ORD,North America,Chicago,303,0.00
13.244.119.155,2082,0,false,ORD,North America,Chicago,313,0.00
15.223.2.143,8443,0,false,ORD,North America,Chicago,342,0.00
13.245.109.232,8443,0,false,ORD,North America,Chicago,311,0.00
18.223.235.167,2086,0,false,ORD,North America,Chicago,325,0.00
18.220.250.70,8880,0,false,ORD,North America,Chicago,326,0.00
18.221.165.107,8443,0,false,ORD,North America,Chicago,325,0.00
13.246.2.214,2096,0,false,ORD,North America,Chicago,313,0.00
18.221.165.107,2082,0,false,ORD,North America,Chicago,332,0.00
3.145.145.208,2083,0,false,ORD,North America,Chicago,320,0.00
18.117.240.76,8080,0,false,ORD,North America,Chicago,329,0.00
18.190.25.82,2087,0,false,ORD,North America,Chicago,326,0.00
15.223.105.115,80,0,false,ORD,North America,Chicago,245,0.00
15.223.114.245,2086,0,false,ORD,North America,Chicago,267,0.00
18.220.69.226,2087,0,false,ORD,North America,Chicago,237,0.00
18.218.51.210,2082,0,false,ORD,North America,Chicago,329,0.00
18.117.123.146,2052,0,false,ORD,North America,Chicago,232,0.00
13.246.2.214,8443,0,false,ORD,North America,Chicago,309,0.00
3.12.144.146,80,0,false,ORD,North America,Chicago,303,0.00
13.38.115.167,8443,0,false,ORD,North America,Chicago,198,0.00
18.216.213.217,8080,0,false,ORD,North America,Chicago,325,0.00
18.219.21.156,8080,0,false,ORD,North America,Chicago,330,0.00
3.15.191.123,2096,0,false,ORD,North America,Chicago,335,0.00
18.221.165.107,2096,0,false,ORD,North America,Chicago,329,0.00
