IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
138.2.14.77,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.03
138.2.19.154,2052,0,false,NRT,Asia Pacific,Tokyo,125,0.03
192.9.235.224,80,0,false,SJC,North America,San Jose,398,0.03
158.179.186.170,2086,0,false,NRT,Asia Pacific,Tokyo,128,0.03
140.238.37.162,2095,0,false,NRT,Asia Pacific,Tokyo,130,0.03
152.67.251.79,80,0,false,SJC,North America,San Jose,646,0.03
138.2.26.80,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.03
138.2.11.227,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.03
168.138.203.39,2082,0,false,NRT,Asia Pacific,Tokyo,128,0.03
138.2.19.154,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.03
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,128,0.03
138.2.234.238,80,0,false,SJC,North America,San Jose,573,0.03
138.2.13.57,80,0,false,SIN,Asia Pacific,Singapore,77,0.03
84.8.141.133,80,0,false,NBO,Africa,Nairobi,296,0.03
168.138.203.39,2095,0,false,NRT,Asia Pacific,Tokyo,88,0.03
140.238.42.149,2083,0,true,NRT,Asia Pacific,Tokyo,217,0.03
140.238.37.162,8443,0,true,NRT,Asia Pacific,Tokyo,130,0.03
129.146.23.172,80,0,false,LAX,North America,Los Angeles,203,0.03
138.2.27.113,2096,0,true,NRT,Asia Pacific,Tokyo,161,0.03
138.2.19.154,2083,0,true,NRT,Asia Pacific,Tokyo,128,0.03
146.56.178.88,80,0,false,ICN,Asia Pacific,Seoul,77,0.03
138.2.19.154,8443,0,true,NRT,Asia Pacific,Tokyo,87,0.03
138.2.19.154,2096,0,true,NRT,Asia Pacific,Tokyo,151,0.03
139.185.41.192,80,0,false,CDG,Europe,Paris,128,0.03
158.179.186.170,2087,0,true,NRT,Asia Pacific,Tokyo,90,0.03
138.2.11.227,8443,0,true,NRT,Asia Pacific,Tokyo,119,0.03
150.230.105.183,8443,0,true,NRT,Asia Pacific,Tokyo,85,0.03
155.248.162.233,2087,0,true,NRT,Asia Pacific,Tokyo,86,0.03
132.145.123.6,8443,0,true,NRT,Asia Pacific,Tokyo,76,0.02
151.145.65.108,8443,0,true,NRT,Asia Pacific,Tokyo,131,0.02
138.2.14.77,2053,0,true,NRT,Asia Pacific,Tokyo,151,0.02
140.238.42.149,8443,0,true,NRT,Asia Pacific,Tokyo,142,0.02
150.230.108.82,2083,0,true,NRT,Asia Pacific,Tokyo,79,0.02
151.145.65.108,2083,0,true,NRT,Asia Pacific,Tokyo,94,0.02
138.2.27.113,2087,0,true,NRT,Asia Pacific,Tokyo,133,0.02
132.145.123.6,2083,0,true,NRT,Asia Pacific,Tokyo,130,0.02
151.145.65.108,2087,0,true,NRT,Asia Pacific,Tokyo,78,0.02
140.238.42.149,2053,0,true,NRT,Asia Pacific,Tokyo,125,0.02
132.145.123.6,2087,0,true,NRT,Asia Pacific,Tokyo,78,0.02
158.179.184.144,2083,0,true,NRT,Asia Pacific,Tokyo,87,0.02
152.70.102.142,2083,0,true,NRT,Asia Pacific,Tokyo,89,0.02
158.179.186.170,8443,0,true,NRT,Asia Pacific,Tokyo,130,0.02
151.145.65.108,2096,0,true,NRT,Asia Pacific,Tokyo,142,0.02
132.145.123.6,2096,0,true,NRT,Asia Pacific,Tokyo,129,0.02
152.70.102.142,8443,0,true,NRT,Asia Pacific,Tokyo,137,0.02
152.70.102.142,2096,0,true,NRT,Asia Pacific,Tokyo,159,0.02
138.2.14.77,2096,0,true,NRT,Asia Pacific,Tokyo,138,0.02
158.179.184.144,8443,0,true,NRT,Asia Pacific,Tokyo,156,0.02
138.2.19.154,2087,0,true,NRT,Asia Pacific,Tokyo,148,0.02
138.2.14.77,8443,0,true,NRT,Asia Pacific,Tokyo,90,0.02
168.138.203.39,2087,0,true,NRT,Asia Pacific,Tokyo,95,0.02
138.2.27.113,8443,0,true,NRT,Asia Pacific,Tokyo,77,0.02
192.18.130.23,80,0,false,SJC,North America,San Jose,518,0.02
140.238.37.162,2096,0,true,NRT,Asia Pacific,Tokyo,186,0.02
150.230.102.122,80,0,false,LAX,North America,Los Angeles,82,0.02
168.138.197.87,80,0,false,NRT,Asia Pacific,Tokyo,73,0.02
138.2.26.80,2083,0,true,NRT,Asia Pacific,Tokyo,107,0.02
138.2.14.77,2083,0,true,NRT,Asia Pacific,Tokyo,157,0.02
168.138.203.39,2083,0,true,NRT,Asia Pacific,Tokyo,140,0.02
138.2.6.248,8443,0,true,NRT,Asia Pacific,Tokyo,149,0.02
138.2.19.154,2053,0,true,NRT,Asia Pacific,Tokyo,143,0.02
168.138.203.39,2083,0,true,NRT,Asia Pacific,Tokyo,96,0.02
138.2.6.248,2096,0,true,NRT,Asia Pacific,Tokyo,106,0.02
150.230.108.82,2053,0,true,NRT,Asia Pacific,Tokyo,94,0.02
138.2.6.248,2053,0,true,NRT,Asia Pacific,Tokyo,97,0.02
168.138.203.39,2053,0,true,NRT,Asia Pacific,Tokyo,221,0.02
138.2.11.227,2096,0,true,NRT,Asia Pacific,Tokyo,111,0.02
168.138.203.39,2087,0,true,NRT,Asia Pacific,Tokyo,153,0.02
129.151.207.149,80,0,false,OSL,Europe,Oslo,218,0.02
138.2.11.227,2053,0,true,NRT,Asia Pacific,Tokyo,94,0.02
168.138.203.39,8443,0,true,NRT,Asia Pacific,Tokyo,125,0.02
140.83.36.199,2095,0,false,LAX,North America,Los Angeles,123,0.02
144.24.163.83,2095,0,false,FRA,Europe,Frankfurt,180,0.02
138.2.6.248,2087,0,true,NRT,Asia Pacific,Tokyo,93,0.02
138.2.14.77,2087,0,true,NRT,Asia Pacific,Tokyo,100,0.02
152.70.102.142,2053,0,true,NRT,Asia Pacific,Tokyo,98,0.02
150.230.108.82,8443,0,true,NRT,Asia Pacific,Tokyo,82,0.02
158.179.184.144,2053,0,true,NRT,Asia Pacific,Tokyo,131,0.02
138.2.26.80,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.02
138.2.26.80,2087,0,true,NRT,Asia Pacific,Tokyo,133,0.02
158.179.186.170,2096,0,true,NRT,Asia Pacific,Tokyo,150,0.02
140.238.42.149,2096,0,true,NRT,Asia Pacific,Tokyo,122,0.02
138.2.27.113,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
158.179.186.170,2053,0,true,NRT,Asia Pacific,Tokyo,158,0.02
140.238.37.162,2083,0,true,NRT,Asia Pacific,Tokyo,89,0.02
150.230.108.82,2087,0,true,NRT,Asia Pacific,Tokyo,125,0.02
138.2.11.227,2083,0,true,NRT,Asia Pacific,Tokyo,90,0.02
138.2.6.248,2083,0,true,NRT,Asia Pacific,Tokyo,138,0.02
150.230.108.82,2096,0,true,NRT,Asia Pacific,Tokyo,127,0.02
150.230.105.183,2087,0,true,NRT,Asia Pacific,Tokyo,92,0.02
168.138.203.39,2096,0,true,NRT,Asia Pacific,Tokyo,97,0.02
158.179.184.144,2087,0,true,NRT,Asia Pacific,Tokyo,131,0.02
168.138.203.39,8443,0,true,NRT,Asia Pacific,Tokyo,167,0.02
158.179.184.144,2096,0,true,NRT,Asia Pacific,Tokyo,78,0.02
140.238.37.162,2087,0,true,NRT,Asia Pacific,Tokyo,170,0.02
152.70.102.142,2087,0,true,NRT,Asia Pacific,Tokyo,85,0.02
138.2.26.80,2053,0,true,NRT,Asia Pacific,Tokyo,86,0.02
140.238.37.162,2053,0,true,NRT,Asia Pacific,Tokyo,102,0.02
150.230.105.183,2053,0,true,NRT,Asia Pacific,Tokyo,78,0.02
150.230.105.183,2083,0,true,NRT,Asia Pacific,Tokyo,146,0.02
168.138.203.39,2096,0,true,NRT,Asia Pacific,Tokyo,93,0.02
158.179.186.170,2083,0,true,NRT,Asia Pacific,Tokyo,91,0.02
168.138.203.39,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.02
151.145.65.108,2053,0,true,NRT,Asia Pacific,Tokyo,91,0.01
150.230.105.183,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.01
129.146.175.56,80,0,false,LAX,North America,Los Angeles,247,0.01
168.138.203.39,80,0,false,NRT,Asia Pacific,Tokyo,91,0.01
138.2.27.113,2053,0,true,NRT,Asia Pacific,Tokyo,123,0.01
168.138.190.109,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
138.2.229.233,80,0,false,SJC,North America,San Jose,503,0.01
168.138.203.39,80,0,false,NRT,Asia Pacific,Tokyo,78,0.01
213.35.111.222,80,0,false,SIN,Asia Pacific,Singapore,21,0.01
143.47.109.11,8080,0,false,IAD,North America,Ashburn,367,0.01
130.162.232.71,2095,0,false,FRA,Europe,Frankfurt,177,0.01
138.2.230.90,2095,0,false,SJC,North America,San Jose,529,0.01
132.145.54.222,80,0,false,LHR,Europe,London,171,0.01
138.2.229.38,2095,0,false,SJC,North America,San Jose,592,0.01
152.67.226.55,2095,0,false,SJC,North America,San Jose,604,0.01
146.56.134.155,443,0,false,SIN,Asia Pacific,Singapore,121,0.01
155.248.206.78,2095,0,false,SJC,North America,San Jose,515,0.01
138.2.26.80,2096,0,true,NRT,Asia Pacific,Tokyo,81,0.01
155.248.205.22,80,0,false,SJC,North America,San Jose,519,0.01
213.35.122.57,80,0,false,SIN,Asia Pacific,Singapore,23,0.01
213.35.121.216,80,0,false,SIN,Asia Pacific,Singapore,43,0.01
158.178.150.142,80,0,false,AMS,Europe,Amsterdam,188,0.01
165.1.71.120,2095,0,false,SJC,North America,San Jose,505,0.00
138.2.112.229,80,0,false,SIN,Asia Pacific,Singapore,114,0.00
144.24.88.94,80,0,false,ICN,Asia Pacific,Seoul,100,0.00
129.159.34.113,80,0,false,SJC,North America,San Jose,492,0.00
141.147.88.36,80,0,false,LHR,Europe,London,172,0.00
129.151.167.170,80,0,false,NBO,Africa,Nairobi,291,0.00
146.56.46.54,80,0,false,ICN,Asia Pacific,Seoul,73,0.00
146.235.218.69,80,0,false,SJC,North America,San Jose,482,0.00
140.238.8.180,8080,0,false,ICN,Asia Pacific,Seoul,120,0.00
168.138.198.241,8080,0,false,NRT,Asia Pacific,Tokyo,86,0.00
141.147.145.246,80,0,false,KIX,Asia Pacific,Osaka,126,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,121,0.00
168.138.198.241,8080,0,false,NRT,Asia Pacific,Tokyo,89,0.00
140.238.150.113,80,0,false,YYZ,North America,Toronto,309,0.00
165.1.70.109,443,0,false,SJC,North America,San Jose,505,0.00
192.18.135.225,80,0,false,SJC,North America,San Jose,468,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,115,0.00
192.9.230.211,80,0,false,SJC,North America,San Jose,615,0.00
144.22.163.224,80,0,false,GRU,South America,São Paulo,363,0.00
193.122.114.77,80,0,false,HKG,Asia Pacific,Hong Kong,114,0.00
138.2.116.112,8080,0,false,SIN,Asia Pacific,Singapore,91,0.00
129.151.163.221,80,0,false,NBO,Africa,Nairobi,312,0.00
141.148.225.67,80,0,false,AMS,Europe,Amsterdam,184,0.00
140.238.11.53,80,0,false,SIN,Asia Pacific,Singapore,75,0.00
140.238.11.53,80,0,false,SIN,Asia Pacific,Singapore,119,0.00
158.178.149.128,80,0,false,YUL,North America,Montréal,179,0.00
193.122.114.77,80,0,false,NRT,Asia Pacific,Tokyo,120,0.00
152.67.221.236,80,0,false,SIN,Asia Pacific,Singapore,90,0.00
141.147.103.238,80,0,false,LHR,Europe,London,184,0.00
89.168.120.65,443,0,true,FRA,Europe,Frankfurt,165,0.00
168.138.163.100,8080,0,false,SIN,Asia Pacific,Singapore,1,0.00
146.235.17.31,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
213.35.98.197,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.00
213.35.98.197,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
158.178.242.5,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
213.35.98.197,2096,2096,true,SIN,Asia Pacific,Singapore,11,0.00
158.178.242.5,2083,2083,true,SIN,Asia Pacific,Singapore,12,0.00
213.35.98.197,2053,2053,true,SIN,Asia Pacific,Singapore,13,0.00
158.178.246.169,2086,0,false,SIN,Asia Pacific,Singapore,28,0.00
138.2.108.118,8880,0,false,SIN,Asia Pacific,Singapore,29,0.00
158.178.242.241,443,443,true,SIN,Asia Pacific,Singapore,37,0.00
152.70.71.205,443,0,true,HYD,Asia Pacific,Hyderabad,52,0.00
129.150.49.14,443,443,true,SIN,Asia Pacific,Singapore,64,0.00
146.56.130.73,80,0,false,SIN,Asia Pacific,Singapore,66,0.00
138.2.120.207,80,0,false,SIN,Asia Pacific,Singapore,67,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,68,0.00
146.56.132.247,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,70,0.00
131.186.58.151,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.43.107,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.202.232,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.00
132.145.117.33,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.204.21,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.207.53,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.00
150.230.216.117,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.00
155.248.166.39,8080,8080,false,NRT,Asia Pacific,Tokyo,77,0.00
132.226.0.181,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.146.203,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.00
138.3.216.181,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.00
138.2.6.248,2086,0,false,NRT,Asia Pacific,Tokyo,80,0.00
132.226.14.155,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
150.230.208.113,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
150.230.216.117,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.00
131.186.37.69,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.00
132.145.115.17,8443,8443,true,NRT,Asia Pacific,Tokyo,81,0.00
150.230.220.232,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.00
132.226.0.181,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.00
131.186.46.75,2086,2086,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.212.9,2086,2086,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.220.232,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.00
131.186.58.151,2087,0,true,NRT,Asia Pacific,Tokyo,84,0.00
150.230.220.232,2086,2086,false,NRT,Asia Pacific,Tokyo,85,0.00
130.162.195.231,8080,0,false,MEL,Oceania,Melbourne,85,0.00
150.230.208.83,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.00
131.186.35.189,2095,2095,false,NRT,Asia Pacific,Tokyo,86,0.00
132.145.121.125,2096,0,true,NRT,Asia Pacific,Tokyo,87,0.00
158.101.90.190,2083,2083,true,NRT,Asia Pacific,Tokyo,87,0.00
132.226.14.155,2086,0,false,NRT,Asia Pacific,Tokyo,88,0.00
150.230.213.95,8080,0,false,NRT,Asia Pacific,Tokyo,88,0.00
158.101.84.123,2087,2087,true,NRT,Asia Pacific,Tokyo,88,0.00
168.138.198.50,8080,0,false,HKG,Asia Pacific,Hong Kong,88,0.00
132.145.120.118,2082,0,false,NRT,Asia Pacific,Tokyo,89,0.00
132.145.112.247,2052,2052,false,NRT,Asia Pacific,Tokyo,89,0.00
146.56.102.32,443,443,true,ICN,Asia Pacific,Seoul,90,0.00
131.186.59.94,80,80,false,NRT,Asia Pacific,Tokyo,91,0.00
131.186.37.191,2082,2082,false,NRT,Asia Pacific,Tokyo,91,0.00
132.145.120.118,80,80,false,NRT,Asia Pacific,Tokyo,91,0.00
132.145.120.118,8080,8080,false,NRT,Asia Pacific,Tokyo,92,0.00
152.67.217.102,443,443,true,SIN,Asia Pacific,Singapore,92,0.00
131.186.35.189,2086,2086,false,NRT,Asia Pacific,Tokyo,92,0.00
168.138.47.109,443,443,true,HKG,Asia Pacific,Hong Kong,92,0.00
158.101.136.221,2052,0,false,NRT,Asia Pacific,Tokyo,92,0.00
131.186.47.223,2052,2052,false,NRT,Asia Pacific,Tokyo,92,0.00
132.145.114.4,8080,8080,false,NRT,Asia Pacific,Tokyo,93,0.00
192.9.182.144,443,443,true,SYD,Oceania,Sydney,93,0.00
192.9.177.204,443,443,true,SYD,Oceania,Sydney,93,0.00
131.186.38.135,2052,2052,false,NRT,Asia Pacific,Tokyo,95,0.00
131.186.41.82,2052,2052,false,NRT,Asia Pacific,Tokyo,95,0.00
150.230.216.117,2052,0,false,NRT,Asia Pacific,Tokyo,98,0.00
152.67.223.147,443,443,true,ICN,Asia Pacific,Seoul,113,0.00
150.230.252.145,80,0,false,SIN,Asia Pacific,Singapore,114,0.00
140.238.8.180,8080,0,false,ICN,Asia Pacific,Seoul,115,0.00
132.226.172.56,443,0,true,LAX,North America,Los Angeles,116,0.00
140.238.49.199,443,443,true,NRT,Asia Pacific,Tokyo,117,0.00
146.56.132.2,80,0,false,NRT,Asia Pacific,Tokyo,118,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,120,0.00
168.138.198.50,8080,0,false,HKG,Asia Pacific,Hong Kong,123,0.00
150.230.201.63,2082,0,false,NRT,Asia Pacific,Tokyo,123,0.00
193.123.255.225,443,0,true,SIN,Asia Pacific,Singapore,123,0.00
132.145.117.33,2082,0,false,NRT,Asia Pacific,Tokyo,124,0.00
150.230.213.65,80,0,false,NRT,Asia Pacific,Tokyo,125,0.00
168.138.215.188,2095,2095,false,NRT,Asia Pacific,Tokyo,125,0.00
140.238.42.149,80,0,false,NRT,Asia Pacific,Tokyo,125,0.00
168.138.205.195,8080,8080,false,NRT,Asia Pacific,Tokyo,125,0.00
132.145.117.33,2052,0,false,NRT,Asia Pacific,Tokyo,126,0.00
132.226.0.181,2052,0,false,NRT,Asia Pacific,Tokyo,127,0.00
150.230.61.252,80,0,false,LAX,North America,Los Angeles,127,0.00
158.101.90.190,8443,8443,true,NRT,Asia Pacific,Tokyo,128,0.00
131.186.41.82,8080,8080,false,NRT,Asia Pacific,Tokyo,128,0.00
138.3.222.135,443,0,true,SIN,Asia Pacific,Singapore,128,0.00
150.230.219.168,2052,0,false,NRT,Asia Pacific,Tokyo,128,0.00
150.230.202.232,2083,0,true,NRT,Asia Pacific,Tokyo,128,0.00
132.145.120.115,8880,8880,false,NRT,Asia Pacific,Tokyo,129,0.00
150.230.62.27,443,80,false,HKG,Asia Pacific,Hong Kong,129,0.00
132.145.120.118,2086,2086,false,NRT,Asia Pacific,Tokyo,129,0.00
131.186.41.82,80,0,false,NRT,Asia Pacific,Tokyo,130,0.00
168.138.50.249,443,443,true,HKG,Asia Pacific,Hong Kong,130,0.00
132.145.121.123,2086,2086,false,NRT,Asia Pacific,Tokyo,130,0.00
131.186.37.69,2086,0,false,NRT,Asia Pacific,Tokyo,130,0.00
131.186.63.35,2082,2082,false,NRT,Asia Pacific,Tokyo,130,0.00
132.145.117.33,8080,0,false,NRT,Asia Pacific,Tokyo,132,0.00
168.138.41.79,443,443,true,HKG,Asia Pacific,Hong Kong,133,0.00
131.186.58.151,2052,2052,false,NRT,Asia Pacific,Tokyo,134,0.00
131.186.40.31,2052,2052,false,HKG,Asia Pacific,Hong Kong,134,0.00
132.145.114.250,8880,8880,false,NRT,Asia Pacific,Tokyo,135,0.00
168.138.215.251,443,443,true,SIN,Asia Pacific,Singapore,137,0.00
132.145.117.33,8880,0,false,NRT,Asia Pacific,Tokyo,140,0.00
150.230.208.83,2082,0,false,HKG,Asia Pacific,Hong Kong,141,0.00
131.186.36.248,80,0,false,HKG,Asia Pacific,Hong Kong,142,0.00
131.186.37.69,2082,2082,false,NRT,Asia Pacific,Tokyo,142,0.00
131.186.36.248,2053,0,true,HKG,Asia Pacific,Hong Kong,143,0.00
131.186.41.255,8880,0,false,HKG,Asia Pacific,Hong Kong,143,0.00
132.145.120.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,0.00
131.186.37.69,80,80,false,NRT,Asia Pacific,Tokyo,145,0.00
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,0.00
150.230.214.218,8880,0,false,HKG,Asia Pacific,Hong Kong,147,0.00
150.230.214.218,2095,0,false,HKG,Asia Pacific,Hong Kong,147,0.00
131.186.37.69,8080,8080,false,NRT,Asia Pacific,Tokyo,147,0.00
131.186.41.255,2096,0,true,HKG,Asia Pacific,Hong Kong,149,0.00
131.186.40.31,80,80,false,HKG,Asia Pacific,Hong Kong,149,0.00
131.186.61.45,2086,0,false,SIN,Asia Pacific,Singapore,149,0.00
131.186.61.45,80,80,false,SIN,Asia Pacific,Singapore,151,0.00
150.230.219.168,2082,0,false,SIN,Asia Pacific,Singapore,153,0.00
132.145.120.115,2083,0,true,SIN,Asia Pacific,Singapore,153,0.00
131.186.61.45,2095,0,false,HKG,Asia Pacific,Hong Kong,153,0.00
131.186.38.135,2083,0,true,HKG,Asia Pacific,Hong Kong,154,0.00
131.186.37.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,154,0.00
131.186.45.88,2082,0,false,HKG,Asia Pacific,Hong Kong,155,0.00
151.145.71.127,8080,8080,false,SIN,Asia Pacific,Singapore,156,0.00
131.186.34.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,156,0.00
131.186.34.244,2052,2052,false,SIN,Asia Pacific,Singapore,156,0.00
131.186.45.88,2096,0,true,SIN,Asia Pacific,Singapore,157,0.00
131.186.44.38,2052,0,false,HKG,Asia Pacific,Hong Kong,157,0.00
150.230.221.114,2052,0,false,SIN,Asia Pacific,Singapore,157,0.00
131.186.37.49,2082,2082,false,SIN,Asia Pacific,Singapore,158,0.00
132.145.121.34,80,0,false,HKG,Asia Pacific,Hong Kong,158,0.00
150.230.200.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,158,0.00
193.123.32.234,443,0,true,FRA,Europe,Frankfurt,159,0.00
131.186.37.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,159,0.00
150.230.196.73,8443,0,true,HKG,Asia Pacific,Hong Kong,160,0.00
150.230.219.168,2095,0,false,SIN,Asia Pacific,Singapore,161,0.00
131.186.34.11,2082,2082,false,SIN,Asia Pacific,Singapore,163,0.00
132.145.120.115,2082,0,false,SIN,Asia Pacific,Singapore,163,0.00
131.186.34.244,8443,0,true,SIN,Asia Pacific,Singapore,163,0.00
131.186.43.107,2083,0,true,SIN,Asia Pacific,Singapore,164,0.00
132.145.112.247,80,80,false,SIN,Asia Pacific,Singapore,164,0.00
131.186.60.162,2095,0,false,SIN,Asia Pacific,Singapore,164,0.00
131.186.44.38,8880,8880,false,SIN,Asia Pacific,Singapore,165,0.00
138.2.154.127,443,0,true,FRA,Europe,Frankfurt,165,0.00
132.145.117.216,2082,0,false,SIN,Asia Pacific,Singapore,166,0.00
152.70.166.114,443,0,true,FRA,Europe,Frankfurt,166,0.00
141.144.253.109,443,443,true,FRA,Europe,Frankfurt,167,0.00
131.186.37.49,2095,2095,false,SIN,Asia Pacific,Singapore,167,0.00
140.238.52.86,443,443,true,HKG,Asia Pacific,Hong Kong,167,0.00
131.186.37.191,2086,2086,false,SIN,Asia Pacific,Singapore,167,0.00
158.101.89.33,8443,8443,true,SIN,Asia Pacific,Singapore,167,0.00
141.144.243.155,443,443,true,FRA,Europe,Frankfurt,167,0.00
141.147.47.54,443,443,true,FRA,Europe,Frankfurt,167,0.00
141.147.40.44,8443,0,true,FRA,Europe,Frankfurt,167,0.00
132.145.112.168,8880,8880,false,SIN,Asia Pacific,Singapore,167,0.00
141.144.227.8,443,443,true,FRA,Europe,Frankfurt,169,0.00
146.56.103.228,443,443,true,SIN,Asia Pacific,Singapore,169,0.00
131.186.47.223,8080,8080,false,SIN,Asia Pacific,Singapore,172,0.00
143.47.190.64,443,0,true,FRA,Europe,Frankfurt,172,0.00
130.162.61.18,80,0,false,FRA,Europe,Frankfurt,172,0.00
141.147.88.4,443,0,true,FRA,Europe,Frankfurt,175,0.00
152.67.150.199,443,0,true,FRA,Europe,Frankfurt,175,0.00
84.235.161.80,443,0,true,FRA,Europe,Frankfurt,175,0.00
193.122.60.88,443,443,true,FRA,Europe,Frankfurt,176,0.00
132.145.121.242,2052,2052,false,HKG,Asia Pacific,Hong Kong,177,0.00
193.123.62.244,443,443,true,FRA,Europe,Frankfurt,177,0.00
141.147.38.157,443,443,true,FRA,Europe,Frankfurt,177,0.00
150.230.151.128,443,0,true,FRA,Europe,Frankfurt,179,0.00
141.144.245.208,443,443,true,FRA,Europe,Frankfurt,179,0.00
141.147.40.44,2053,443,true,FRA,Europe,Frankfurt,180,0.00
131.186.59.232,8080,0,false,HKG,Asia Pacific,Hong Kong,180,0.00
150.230.196.73,2096,0,true,LAX,North America,Los Angeles,180,0.00
131.186.59.232,2052,2052,false,HKG,Asia Pacific,Hong Kong,180,0.00
84.235.170.19,443,443,true,FRA,Europe,Frankfurt,182,0.00
141.147.18.239,443,443,true,FRA,Europe,Frankfurt,182,0.00
141.147.110.69,443,0,true,FRA,Europe,Frankfurt,184,0.00
132.145.121.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,0.00
131.186.61.45,8080,8080,false,HKG,Asia Pacific,Hong Kong,188,0.00
132.145.113.148,8443,0,true,HKG,Asia Pacific,Hong Kong,188,0.00
132.145.121.247,8080,8080,false,HKG,Asia Pacific,Hong Kong,188,0.00
132.145.121.242,2095,0,false,HKG,Asia Pacific,Hong Kong,189,0.00
132.145.120.197,80,80,false,HKG,Asia Pacific,Hong Kong,192,0.00
132.145.121.34,2052,0,false,LAX,North America,Los Angeles,192,0.00
84.235.175.160,443,443,true,FRA,Europe,Frankfurt,194,0.00
141.147.87.175,443,0,true,FRA,Europe,Frankfurt,194,0.00
193.123.32.155,443,443,true,FRA,Europe,Frankfurt,194,0.00
131.186.47.255,2052,2052,false,HKG,Asia Pacific,Hong Kong,194,0.00
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,195,0.00
131.186.59.94,2086,2086,false,SIN,Asia Pacific,Singapore,195,0.00
132.226.9.173,2082,0,false,HKG,Asia Pacific,Hong Kong,195,0.00
132.145.121.175,2052,2052,false,LAX,North America,Los Angeles,195,0.00
141.147.90.175,443,443,true,FRA,Europe,Frankfurt,195,0.00
132.145.121.175,2095,2095,false,LAX,North America,Los Angeles,195,0.00
132.145.112.168,80,0,false,LAX,North America,Los Angeles,196,0.00
132.226.6.5,2082,0,false,LAX,North America,Los Angeles,196,0.00
150.230.208.113,8880,0,false,SIN,Asia Pacific,Singapore,196,0.00
131.186.34.244,2086,2086,false,LAX,North America,Los Angeles,197,0.00
130.162.177.156,443,0,true,FRA,Europe,Frankfurt,197,0.00
132.145.120.103,2095,2095,false,SIN,Asia Pacific,Singapore,198,0.00
132.145.121.175,8880,0,false,SIN,Asia Pacific,Singapore,198,0.00
131.186.47.223,2096,0,true,SIN,Asia Pacific,Singapore,199,0.00
131.186.41.255,2095,2095,false,SIN,Asia Pacific,Singapore,199,0.00
131.186.36.248,8880,0,false,SIN,Asia Pacific,Singapore,199,0.00
131.186.45.88,2086,2086,false,LAX,North America,Los Angeles,200,0.00
158.101.137.74,2096,2096,true,SIN,Asia Pacific,Singapore,200,0.00
131.186.61.45,2083,0,true,SIN,Asia Pacific,Singapore,200,0.00
131.186.34.11,2086,2086,false,SIN,Asia Pacific,Singapore,200,0.00
131.186.63.35,8880,8880,false,SIN,Asia Pacific,Singapore,201,0.00
